"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          50,      -1.923097769,      0.3089594788,      0.2914922749,       3.497956601,      -5.398586686,       15761.82561,     0.09780290951,     0.09684791209,                 0,                 0,                 0,      0.1095337063,     0.09780290951,     0.09684791209,                 0,      0.9902354907,   0.0006145570265
          0,           0,          51,      -1.921009441,      0.2983232119,      0.2822483952,       3.499212929,      -5.392974103,       15761.82561,     0.09561079616,      0.1020841973,                 0,                 0,                 0,      0.1122338729,     0.09561079616,      0.1020841973,                 0,       1.067705755,   0.0006145570265
          0,           0,          52,      -1.919060553,      0.2891093339,      0.2732020428,       3.500541161,      -5.387678791,       15761.82561,     0.09345092019,      0.1070945132,                 0,                 0,                 0,      0.1148762492,     0.09345092019,      0.1070945132,                 0,       1.145997417,   0.0006145570265
          0,           0,          53,       -1.91726922,      0.2813049185,      0.2643417228,       3.501840874,      -5.382854077,       15761.82561,      0.0913469228,      0.1118340467,                 0,                 0,                 0,       0.117435126,      0.0913469228,      0.1118340467,                 0,       1.224278205,   0.0006145570265
          0,           0,          54,      -1.915663617,      0.2747113023,      0.2555582794,       3.503004585,      -5.378522217,       15761.82561,     0.08931608873,      0.1162690752,                 0,                 0,                 0,      0.1198829137,     0.08931608873,      0.1162690752,                 0,       1.301770788,   0.0006145570265
          0,           0,          55,      -1.914274847,      0.2690274345,      0.2466856393,       3.503934226,      -5.374843023,       15761.82561,     0.08737027675,      0.1203781839,                 0,                 0,                 0,      0.1221929834,     0.08737027675,      0.1203781839,                 0,       1.377793323,   0.0006145570265
          0,           0,          56,       -1.91313269,      0.2639350039,      0.2375619197,       3.504553478,      -5.371994264,       15761.82561,     0.08551647878,      0.1241494683,                 0,                 0,                 0,      0.1243397419,     0.08551647878,      0.1241494683,                 0,       1.451760761,   0.0006145570265
          0,           0,          57,      -1.912251619,      0.2591596013,      0.2280707577,       3.504826162,      -5.370106906,       15761.82561,     0.08375710741,      0.1275784295,                 0,                 0,                 0,      0.1262994036,     0.08375710741,      0.1275784295,                 0,       1.523195267,   0.0006145570265
          0,           0,          58,      -1.911630829,      0.2545005749,      0.2181713991,       3.504753402,      -5.369139168,       15761.82561,      0.0820915898,      0.1306710948,                 0,                 0,                 0,      0.1280542455,      0.0820915898,      0.1306710948,                 0,       1.591772008,   0.0006145570265
          0,           0,          59,      -1.911252411,      0.2498428818,      0.2079093628,        3.50437033,      -5.369180973,       15761.82561,      0.0805167609,      0.1334422176,                 0,                 0,                 0,      0.1295930173,      0.0805167609,      0.1334422176,                 0,       1.657322228,   0.0006145570265
          0,           0,          60,      -1.911089649,      0.2451504731,       0.197424359,       3.503733086,      -5.370220044,       15761.82561,     0.07902773017,      0.1359157714,                 0,                 0,                 0,      0.1309126688,     0.07902773017,      0.1359157714,                 0,        1.71984911,   0.0006145570265
          0,           0,          61,      -1.911104346,      0.2404648355,      0.1869413528,       3.502915891,      -5.372264264,       15761.82561,     0.07761784183,      0.1381217976,                 0,                 0,                 0,      0.1320170675,     0.07761784183,      0.1381217976,                 0,       1.779510926,   0.0006145570265
          0,           0,          62,      -1.911254594,      0.2358788932,      0.1767491007,       3.501998474,      -5.375133904,       15761.82561,     0.07627907432,      0.1400947134,                 0,                 0,                 0,      0.1329160765,     0.07627907432,      0.1400947134,                 0,       1.836607414,   0.0006145570265
          0,           0,          63,      -1.911499999,      0.2315245312,      0.1671819229,       3.501055427,      -5.378760533,       15761.82561,     0.07500297293,      0.1418762115,                 0,                 0,                 0,      0.1336276058,     0.07500297293,      0.1418762115,                 0,       1.891607838,   0.0006145570265
          0,           0,          64,      -1.911805419,      0.2275491111,      0.1585855435,       3.500147861,      -5.383082281,       15761.82561,     0.07378048378,      0.1435130198,                 0,                 0,                 0,      0.1341761773,     0.07378048378,      0.1435130198,                 0,        1.94513525,   0.0006145570265
          0,           0,          65,      -1.912136582,      0.2240939138,      0.1512779319,       3.499326633,      -5.387909888,       15761.82561,     0.07260243913,      0.1450571836,                 0,                 0,                 0,      0.1345926321,     0.07260243913,      0.1450571836,                 0,       1.997965706,   0.0006145570265
          0,           0,          66,      -1.912468068,      0.2212749268,      0.1455063271,       3.498618366,      -5.393015387,       15761.82561,     0.07145887251,      0.1465578304,                 0,                 0,                 0,      0.1349079312,     0.07145887251,      0.1465578304,                 0,       2.050939585,   0.0006145570265
          0,           0,          67,      -1.912768493,       0.219165997,      0.1413963934,        3.49804946,       -5.39830196,       15761.82561,     0.07033995574,      0.1480643501,                 0,                 0,                 0,      0.1351548202,     0.07033995574,      0.1480643501,                 0,       2.104982133,   0.0006145570265
          0,           0,          68,       -1.91300999,      0.2178030869,      0.1389379941,       3.497634668,       -5.40364637,       15761.82561,     0.06923604848,      0.1496248829,                 0,                 0,                 0,      0.1353662942,     0.06923604848,      0.1496248829,                 0,       2.161083513,   0.0006145570265
          0,           0,          69,      -1.913170649,      0.2171872862,      0.1379849767,       3.497379327,      -5.408898397,       15761.82561,     0.06813815869,      0.1512822423,                 0,                 0,                 0,      0.1355727659,     0.06813815869,      0.1512822423,                 0,       2.220227919,   0.0006145570265
          0,           0,          70,      -1.913233226,      0.2173071613,       0.138294241,       3.497285331,      -5.414038726,       15761.82561,     0.06703798677,      0.1530740078,                 0,                 0,                 0,      0.1358015281,     0.06703798677,      0.1530740078,                 0,       2.283392077,   0.0006145570265
          0,           0,          71,      -1.913188993,      0.2181574703,      0.1395741396,       3.497346184,      -5.418832234,       15761.82561,      0.0659273534,      0.1550302572,                 0,                 0,                 0,      0.1360746401,      0.0659273534,      0.1550302572,                 0,       2.351531636,   0.0006145570265
          0,           0,          72,      -1.913032274,       0.219744199,      0.1415329186,       3.497556782,       -5.42331155,       15761.82561,     0.06479931523,      0.1571733831,                 0,                 0,                 0,      0.1364088223,     0.06479931523,      0.1571733831,                 0,       2.425540803,   0.0006145570265
          0,           0,          73,      -1.912763043,      0.2220910583,      0.1439298924,       3.497908434,      -5.427340601,       15761.82561,     0.06364807499,      0.1595192416,                 0,                 0,                 0,      0.1368160901,     0.06364807499,      0.1595192416,                 0,       2.506269696,   0.0006145570265
          0,           0,          74,      -1.912388443,      0.2252388371,      0.1465983521,        3.49838549,      -5.430780415,       15761.82561,      0.0624694348,      0.1620716535,                 0,                 0,                 0,       0.137300897,      0.0624694348,      0.1620716535,                 0,       2.594415237,   0.0006145570265
          0,           0,          75,      -1.911914546,      0.2292433007,      0.1494501871,        3.49897632,       -5.43358007,       15761.82561,     0.06126081386,      0.1648216161,                 0,                 0,                 0,      0.1378598542,     0.06126081386,      0.1648216161,                 0,       2.690490147,   0.0006145570265
          0,           0,          76,       -1.91134401,      0.2341588224,      0.1524683871,       3.499675044,      -5.435550911,       15761.82561,     0.06002135242,      0.1677581726,                 0,                 0,                 0,      0.1384875831,     0.06002135242,      0.1677581726,                 0,       2.794974886,   0.0006145570265
          0,           0,          77,      -1.910684059,      0.2400238352,      0.1556923212,       3.500468972,      -5.436732367,       15761.82561,     0.05875177277,      0.1708640801,                 0,                 0,                 0,      0.1391742255,     0.05875177277,      0.1708640801,                 0,       2.908237013,   0.0006145570265
          0,           0,          78,      -1.909930524,      0.2468373364,      0.1591847154,       3.501363371,      -5.437054993,       15761.82561,     0.05745392994,       0.174114559,                 0,                 0,                 0,      0.1399052529,     0.05745392994,       0.174114559,                 0,       3.030507386,   0.0006145570265
          0,           0,          79,      -1.909078531,      0.2545479937,        0.16300939,       3.502361585,      -5.436574402,       15761.82561,     0.05613066598,      0.1774816804,                 0,                 0,                 0,      0.1406640952,     0.05613066598,      0.1774816804,                 0,       3.161937905,   0.0006145570265
