"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,    "rms[A_E]"    ,    "rms[A_nu]"   
          0,           0,         161,      -1.838935697,      -4.381496574,      -4.990310381,       -7.21307746,      -2.735916605
          0,           0,         162,       -1.83937841,      -4.385773216,      -4.996173565,      -7.212869888,      -2.735865733
          0,           0,         163,      -1.840160038,      -4.390208122,      -5.001809255,       -7.21306459,      -2.735922219
          0,           0,         164,       -1.84129539,      -4.394795697,      -5.007147008,      -7.213681894,      -2.736083677
          0,           0,         165,      -1.842796498,      -4.399529644,      -5.012125871,      -7.214738842,      -2.736347397
          0,           0,         166,      -1.844672548,      -4.404402923,      -5.016697414,      -7.216249136,      -2.736710355
          0,           0,         167,      -1.846929859,      -4.409407745,      -5.020828349,      -7.218223114,      -2.737169212
          0,           0,         168,      -1.849571902,      -4.414535571,      -5.024502499,      -7.220667765,      -2.737720316
          0,           0,         169,      -1.852599383,      -4.419777161,      -5.027721897,       -7.22358678,      -2.738359699
          0,           0,         170,      -1.856010365,      -4.425122629,      -5.030506908,      -7.226980644,       -2.73908308
          0,           0,         171,      -1.859800461,      -4.430561554,      -5.032895346,      -7.230846764,      -2.739885862
          0,           0,         172,      -1.863963074,      -4.436083105,      -5.034940685,      -7.235179646,      -2.740763131
          0,           0,         173,      -1.868489711,      -4.441676216,      -5.036709541,      -7.239971126,      -2.741709664
          0,           0,         174,      -1.873370361,      -4.447329783,      -5.038278674,      -7.245210664,      -2.742719935
          0,           0,         175,      -1.878593935,      -4.453032893,       -5.03973177,      -7.250885696,      -2.743788123
          0,           0,         176,      -1.884148772,      -4.458775074,      -5.041156238,      -7.256982066,      -2.744908129
          0,           0,         177,        -1.8900232,      -4.464546557,      -5.042640236,      -7.263484524,      -2.746073595
          0,           0,         178,      -1.896206137,      -4.470338543,      -5.044270053,      -7.270377296,      -2.747277927
          0,           0,         179,      -1.902687715,      -4.476143455,      -5.046127919,      -7.277644712,      -2.748514329
          0,           0,         180,      -1.909459902,      -4.481955175,      -5.048290275,      -7.285271876,      -2.749775831
          0,           0,         181,      -1.916517096,      -4.487769232,      -5.050826459,      -7.293245358,      -2.751055337
          0,           0,         182,      -1.923856644,      -4.493582943,      -5.053797758,      -7.301553861,      -2.752345661
          0,           0,         183,      -1.931479257,      -4.499395487,      -5.057256748,      -7.310188839,      -2.753639581
          0,           0,         184,      -1.939389277,      -4.505207899,      -5.061246847,      -7.319144987,       -2.75492989
          0,           0,         185,      -1.947594742,      -4.511022969,      -5.065801983,      -7.328420577,      -2.756209451
          0,           0,         186,      -1.956107223,      -4.516845055,      -5.070946318,      -7.338017538,      -2.757471254
          0,           0,         187,       -1.96494138,      -4.522679793,      -5.076693955,      -7.347941247,      -2.758708478
