"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Nu_Tilde","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus","Eddy_Viscosity"
3275, 1.496536135673520e-01, 2.479092267371198e-02, 3.318592026014692e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.536420963767639e+04, 0.000000000000000e+00, 3.014568385507055e+04, 3.164474644859326e+02, 0.000000000000000e+00, -5.477467308452921e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.922725064217530e-05, 4.158089295874409e-03, 2.471091705499860e-04, -7.786123765662210e+02, 2.676412797423442e+00, 0.000000000000000e+00
3301, 1.576814949512480e-01, 2.525474901771890e-02, 3.335774092628666e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.577013870119896e+04, 0.000000000000000e+00, 3.030805548047958e+04, 3.165131713943600e+02, 0.000000000000000e+00, -5.374451560487075e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923027923083538e-05, 4.073153858281083e-03, 2.254864035006370e-04, -7.377742775163223e+02, 2.657297919615068e+00, 0.000000000000000e+00
3327, 1.660248339176180e-01, 2.569721979042727e-02, 3.361146312169607e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.636396396924595e+04, 0.000000000000000e+00, 3.054558558769837e+04, 3.165857646213891e+02, 0.000000000000000e+00, -5.223751944110679e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923362486520104e-05, 3.988837475703290e-03, 2.090298335962993e-04, -6.962000930854540e+02, 2.641394570911890e+00, 0.000000000000000e+00
3353, 1.746245622634890e-01, 2.614262839672624e-02, 3.387418710509947e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.698344032062397e+04, 0.000000000000000e+00, 3.079337612824958e+04, 3.166786391648736e+02, 0.000000000000000e+00, -5.066542654559980e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923790466034211e-05, 3.906247173200894e-03, 1.983577728213414e-04, -6.655568872328533e+02, 2.624621709727011e+00, 0.000000000000000e+00
3379, 1.835020482540130e-01, 2.658470620825366e-02, 3.404571755586737e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.738735825619499e+04, 0.000000000000000e+00, 3.095494330247799e+04, 3.167363197968679e+02, 0.000000000000000e+00, -4.964037286039215e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.924056235619076e-05, 3.864945466815286e-03, 1.891425668337973e-04, -6.509193016362148e+02, 2.618657944629767e+00, 0.000000000000000e+00
3405, 1.926559209823610e-01, 2.702504640258718e-02, 3.415523768946068e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.764490160688668e+04, 0.000000000000000e+00, 3.105796064275466e+04, 3.167714033503589e+02, 0.000000000000000e+00, -4.898678524400163e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.924217875086448e-05, 3.846760766687918e-03, 1.842099355261812e-04, -6.468220340066506e+02, 2.617082921239968e+00, 0.000000000000000e+00
3431, 2.020680904388430e-01, 2.747377876599126e-02, 3.417692785597728e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.769385818536775e+04, 0.000000000000000e+00, 3.107754327414709e+04, 3.167699700266033e+02, 0.000000000000000e+00, -4.886254436047600e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.924211271547660e-05, 3.854396239634688e-03, 1.794902479102878e-04, -6.505387025636780e+02, 2.622125884222203e+00, 0.000000000000000e+00
3457, 2.117756903171540e-01, 2.791540949048153e-02, 3.413967030518896e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.760396456718136e+04, 0.000000000000000e+00, 3.104158582687254e+04, 3.167487594351105e+02, 0.000000000000000e+00, -4.909067432570852e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.924113549426301e-05, 3.873936380983282e-03, 1.756930487600937e-04, -6.588254509677143e+02, 2.628163175825652e+00, 0.000000000000000e+00
3483, 2.217475175857540e-01, 2.836629175878733e-02, 3.404426225424616e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.737719261371634e+04, 0.000000000000000e+00, 3.095087704548653e+04, 3.167082510101537e+02, 0.000000000000000e+00, -4.966617099503183e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923926908717141e-05, 3.903699606561075e-03, 1.717652521784658e-04, -6.721276072716440e+02, 2.636369833311983e+00, 0.000000000000000e+00
3509, 2.320270836353300e-01, 2.880648360756149e-02, 3.389103903257585e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.701477437649558e+04, 0.000000000000000e+00, 3.080590975059823e+04, 3.166500058723572e+02, 0.000000000000000e+00, -5.058590769631103e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923658526238597e-05, 3.943296676779785e-03, 1.651217076267107e-04, -6.890433860568135e+02, 2.644580865502855e+00, 0.000000000000000e+00
3535, 2.426079511642460e-01, 2.923980209712866e-02, 3.372087800275673e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.661787560792617e+04, 0.000000000000000e+00, 3.064715024317046e+04, 3.166077699114635e+02, 0.000000000000000e+00, -5.159314830027507e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923463895731586e-05, 3.963555962493704e-03, 1.545187260995953e-04, -7.026104967562541e+02, 2.646363997690614e+00, 0.000000000000000e+00
3561, 2.535301446914670e-01, 2.964477771342941e-02, 3.357648619478608e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.628748426534208e+04, 0.000000000000000e+00, 3.051499370613683e+04, 3.165981589694156e+02, 0.000000000000000e+00, -5.243160788191693e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923419605080399e-05, 3.944079309752822e-03, 1.383690943561346e-04, -7.008229809236711e+02, 2.635505063861389e+00, 0.000000000000000e+00
3587, 2.647941112518310e-01, 3.001815330091106e-02, 3.352622108197467e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.617504635109814e+04, 0.000000000000000e+00, 3.047001854043925e+04, 3.166055030423864e+02, 0.000000000000000e+00, -5.271695024531036e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923453449249687e-05, 3.901128554601457e-03, 1.207242495560187e-04, -6.818958278934406e+02, 2.619294702031629e+00, 0.000000000000000e+00
3613, 2.764054536819460e-01, 3.035267658745659e-02, 3.359262680457467e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.632911706903779e+04, 0.000000000000000e+00, 3.053164682761511e+04, 3.166187355567025e+02, 0.000000000000000e+00, -5.232595310629159e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923514428527098e-05, 3.848703960429448e-03, 1.059604961460688e-04, -6.526308850911645e+02, 2.605674259673741e+00, 0.000000000000000e+00
3639, 2.883291840553280e-01, 3.066610856500316e-02, 3.372310195870295e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.663234425720359e+04, 0.000000000000000e+00, 3.065293770288143e+04, 3.166466752088778e+02, 0.000000000000000e+00, -5.155643009354126e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923643178439544e-05, 3.794332743400364e-03, 9.608235636041334e-05, -6.251221091462056e+02, 2.592628822092970e+00, 0.000000000000000e+00
3665, 3.005529642105100e-01, 3.096415424867590e-02, 3.381588231456836e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.685100949080249e+04, 0.000000000000000e+00, 3.074040379632099e+04, 3.166789453078580e+02, 0.000000000000000e+00, -5.100150647221090e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923791876683393e-05, 3.754669780437067e-03, 8.803379923276585e-05, -6.096892232607238e+02, 2.582495139234571e+00, 0.000000000000000e+00
3691, 3.130726814270020e-01, 3.124625654267188e-02, 3.383712898334972e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.690075623732600e+04, 0.000000000000000e+00, 3.076030249493039e+04, 3.166849615074515e+02, 0.000000000000000e+00, -5.087526031832588e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923819598060657e-05, 3.744018324719705e-03, 8.103617363452474e-05, -6.061286581821237e+02, 2.580181082561718e+00, 0.000000000000000e+00
3717, 3.258830904960630e-01, 3.151240383877751e-02, 3.378777746715246e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.678244702353052e+04, 0.000000000000000e+00, 3.071297880941221e+04, 3.166596010229445e+02, 0.000000000000000e+00, -5.117550273123985e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923702740539626e-05, 3.756137575400132e-03, 7.301355897568293e-05, -6.092912928226434e+02, 2.583264234732935e+00, 0.000000000000000e+00
3743, 3.389919400215150e-01, 3.175008721394192e-02, 3.369964718838578e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.657284283509894e+04, 0.000000000000000e+00, 3.062913713403957e+04, 3.166210271505651e+02, 0.000000000000000e+00, -5.170743143968657e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923524988730666e-05, 3.773043179283478e-03, 6.377046980391480e-05, -6.141835427426379e+02, 2.586883396345865e+00, 0.000000000000000e+00
3769, 3.523894548416140e-01, 3.196040382891557e-02, 3.359912132889661e-01, 0.000000000000000e+00, 0.000000000000000e+00, 7.633591757507394e+04, 0.000000000000000e+00, 3.053436703002957e+04, 3.165857384478616e+02, 0.000000000000000e+00, -5.230869493783769e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.923362365899906e-05, 3.785071859433387e-03, 5.420448520402067e-05, -6.193217306955942e+02, 2.588010203127841e+00, 0.000000000000000e+00
